≪	14
≫	14
⊂	14
⊃	14
⊆	14
⊇	14
⊥	14
⌒	14
─	14
━	14
│	14
┃	14
┌	14
┏	14
┐	14
┓	14
└	14
┗	14
┘	14
┛	14
├	14
┝	14
┠	14
┣	14
┤	14
┥	14
┨	14
┫	14
┬	14
┯	14
┰	14
┳	14
┴	14
┷	14
┸	14
┻	14
┼	14
┿	14
╂	14
╋	14
■	14
□	14
▲	14
△	14
▼	14
▽	14
◆	14
◇	14
○	14
◎	14
●	14
◯	14
★	14
☆	14
♀	14
♂	14
♪	14
♭	14
♯	14
　	14
、	14
。	14
〃	14
々	14
〆	14
〇	14
〈	14
〉	14
《	14
》	14
「	14
」	14
『	14
』	14
【	14
】	14
〒	14
〓	14
〔	14
〕	14
ぁ	14
あ	14
ぃ	14
い	14
ぅ	14
う	14
ぇ	14
え	14
ぉ	14
お	14
か	14
が	14
き	14
ぎ	14
く	14
ぐ	14
け	14
げ	14
こ	14
ご	14
さ	14
ざ	14
し	14
じ	14
す	14
ず	14
せ	14
ぜ	14
そ	14
ぞ	14
た	14
だ	14
ち	14
ぢ	14
っ	14
つ	14
づ	14
て	14
で	14
と	14
ど	14
な	14
に	14
ぬ	14
ね	14
の	14
は	14
ば	14
ぱ	14
ひ	14
び	14
ぴ	14
ふ	14
ぶ	14
ぷ	14
へ	14
べ	14
ぺ	14
ほ	14
ぼ	14
ぽ	14
ま	14
み	14
む	14
め	14
も	14
ゃ	14
や	14
ゅ	14
ゆ	14
ょ	14
よ	14
ら	14
り	14
る	14
れ	14
ろ	14
ゎ	14
わ	14
ゐ	14
ゑ	14
を	14
ん	14
゛	14
゜	14
ゝ	14
ゞ	14
ァ	14
ア	14
ィ	14
イ	14
ゥ	14
ウ	14
ェ	14
エ	14
ォ	14
オ	14
カ	14
ガ	14
キ	14
ギ	14
ク	14
グ	14
ケ	14
ゲ	14
コ	14
ゴ	14
サ	14
ザ	14
シ	14
ジ	14
ス	14
ズ	14
セ	14
ゼ	14
ソ	14
ゾ	14
タ	14
ダ	14
チ	14
ヂ	14
ッ	14
ツ	14
ヅ	14
テ	14
デ	14
ト	14
ド	14
ナ	14
ニ	14
ヌ	14
ネ	14
ノ	14
ハ	14
バ	14
パ	14
ヒ	14
ビ	14
ピ	14
フ	14
ブ	14
プ	14
ヘ	14
ベ	14
ペ	14
ホ	14
ボ	14
ポ	14
マ	14
ミ	14
ム	14
メ	14
モ	14
ャ	14
ヤ	14
ュ	14
ユ	14
ョ	14
ヨ	14
ラ	14
リ	14
ル	14
レ	14
ロ	14
ヮ	14
ワ	14
ヰ	14
ヱ	14
ヲ	14
ン	14
ヴ	14
ヵ	14
ヶ	14
・	14
ー	14
ヽ	14
ヾ	14
一	14
丁	14
七	14
万	14
丈	14
三	14
上	14
下	14
不	14
与	14
丐	14
丑	14
且	14
丕	14
世	14
丗	14
丘	14
丙	14
丞	14
両	14
並	14
个	14
中	14
丱	14
串	14
丶	14
丸	14
丹	14
主	14
丼	14
丿	14
乂	14
乃	14
久	14
之	14
乍	14
乎	14
乏	14
乕	14
乖	14
乗	14
乘	14
乙	14
九	14
乞	14
也	14
乢	14
乱	14
乳	14
乾	14
亀	14
亂	14
亅	14
了	14
予	14
争	14
亊	14
事	14
二	14
于	14
云	14
互	14
五	14
井	14
亘	14
亙	14
些	14
亜	14
亞	14
亟	14
亠	14
亡	14
亢	14
交	14
亥	14
亦	14
亨	14
享	14
京	14
亭	14
亮	14
亰	14
亳	14
亶	14
人	14
什	14
仁	14
仂	14
仄	14
仆	14
仇	14
今	14
介	14
仍	14
从	14
仏	14
仔	14
仕	14
他	14
仗	14
付	14
仙	14
仝	14
仞	14
仟	14
代	14
令	14
以	14
仭	14
仮	14
仰	14
仲	14
件	14
价	14
任	14
企	14
伉	14
伊	14
伍	14
伎	14
伏	14
伐	14
休	14
会	14
伜	14
伝	14
伯	14
估	14
伴	14
伶	14
伸	14
伺	14
似	14
伽	14
佃	14
但	14
佇	14
位	14
低	14
住	14
佐	14
佑	14
体	14
何	14
佗	14
余	14
佚	14
佛	14
作	14
佝	14
佞	14
佩	14
佯	14
佰	14
佳	14
併	14
佶	14
佻	14
佼	14
使	14
侃	14
來	14
侈	14
例	14
侍	14
侏	14
侑	14
侖	14
侘	14
供	14
依	14
侠	14
価	14
侫	14
侭	14
侮	14
侯	14
侵	14
侶	14
便	14
係	14
促	14
俄	14
俊	14
俎	14
俐	14
俑	14
俔	14
俗	14
俘	14
俚	14
俛	14
保	14
俟	14
信	14
俣	14
俤	14
俥	14
修	14
俯	14
俳	14
俵	14
俶	14
俸	14
俺	14
俾	14
倅	14
倆	14
倉	14
個	14
倍	14
倏	14
們	14
倒	14
倔	14
倖	14
候	14
倚	14
借	14
倡	14
倣	14
値	14
倥	14
倦	14
倨	14
倩	14
倪	14
倫	14
倬	14
倭	14
倶	14
倹	14
偃	14
假	14
偈	14
偉	14
偏	14
偐	14
偕	14
偖	14
做	14
停	14
健	14
偬	14
偲	14
側	14
偵	14
偶	14
偸	14
偽	14
傀	14
傅	14
傍	14
傑	14
傘	14
備	14
傚	14
催	14
傭	14
傲	14
傳	14
傴	14
債	14
傷	14
傾	14
僂	14
僅	14
僉	14
僊	14
働	14
像	14
僑	14
僕	14
僖	14
僚	14
僞	14
僣	14
僥	14
僧	14
僭	14
僮	14
僵	14
價	14
僻	14
儀	14
儁	14
儂	14
億	14
儉	14
儒	14
儔	14
儕	14
儖	14
儘	14
儚	14
償	14
儡	14
優	14
儲	14
儷	14
儺	14
儻	14
儼	14
儿	14
兀	14
允	14
元	14
兄	14
充	14
兆	14
兇	14
先	14
光	14
克	14
兌	14
免	14
兎	14
児	14
兒	14
兔	14
党	14
兜	14
兢	14
入	14
全	14
兩	14
兪	14
八	14
公	14
六	14
兮	14
共	14
兵	14
其	14
具	14
典	14
兼	14
冀	14
冂	14
内	14
円	14
冉	14
冊	14
册	14
再	14
冏	14
冐	14
冑	14
冒	14
冓	14
冕	14
冖	14
冗	14
写	14
冠	14
冢	14
冤	14
冥	14
冦	14
冨	14
冩	14
冪	14
冫	14
冬	14
冰	14
冱	14
冲	14
决	14
冴	14
况	14
冶	14
冷	14
冽	14
凄	14
凅	14
准	14
凉	14
凋	14
凌	14
凍	14
凖	14
凛	14
凝	14
几	14
凡	14
処	14
凧	14
凩	14
凪	14
凭	14
凰	14
凱	14
凵	14
凶	14
凸	14
凹	14
出	14
函	14
凾	14
刀	14
刃	14
刄	14
分	14
切	14
刈	14
刊	14
刋	14
刎	14
刑	14
刔	14
列	14
初	14
判	14
別	14
刧	14
利	14
刪	14
刮	14
到	14
刳	14
制	14
刷	14
券	14
刹	14
刺	14
刻	14
剃	14
剄	14
則	14
削	14
剋	14
剌	14
前	14
剏	14
剔	14
剖	14
剛	14
剞	14
剣	14
剤	14
剥	14
剩	14
剪	14
副	14
剰	14
剱	14
割	14
剳	14
剴	14
創	14
剽	14
剿	14
劃	14
劇	14
劈	14
劉	14
劍	14
劑	14
劒	14
劔	14
力	14
功	14
加	14
劣	14
助	14
努	14
劫	14
劬	14
劭	14
励	14
労	14
劵	14
効	14
劼	14
劾	14
勁	14
勃	14
勅	14
勇	14
勉	14
勍	14
勒	14
動	14
勗	14
勘	14
務	14
勝	14
勞	14
募	14
勠	14
勢	14
勣	14
勤	14
勦	14
勧	14
勲	14
勳	14
勵	14
勸	14
勹	14
勺	14
勾	14
勿	14
匁	14
匂	14
包	14
匆	14
匈	14
匍	14
匏	14
匐	14
匕	14
化	14
北	14
匙	14
匚	14
匝	14
匠	14
匡	14
匣	14
匪	14
匯	14
匱	14
匳	14
匸	14
匹	14
区	14
医	14
匿	14
區	14
十	14
千	14
卅	14
卆	14
升	14
午	14
卉	14
半	14
卍	14
卑	14
卒	14
卓	14
協	14
南	14
単	14
博	14
卜	14
卞	14
占	14
卦	14
卩	14
卮	14
卯	14
印	14
危	14
即	14
却	14
卵	14
卷	14
卸	14
卻	14
卿	14
厂	14
厄	14
厖	14
厘	14
厚	14
原	14
厠	14
厥	14
厦	14
厨	14
厩	14
厭	14
厮	14
厰	14
厳	14
厶	14
去	14
参	14
參	14
又	14
叉	14
及	14
友	14
双	14
反	14
収	14
叔	14
取	14
受	14
叙	14
叛	14
叟	14
叡	14
叢	14
口	14
古	14
句	14
叨	14
叩	14
只	14
叫	14
召	14
叭	14
叮	14
可	14
台	14
叱	14
史	14
右	14
叶	14
号	14
司	14
叺	14
吁	14
吃	14
各	14
合	14
吉	14
吊	14
吋	14
同	14
名	14
后	14
吏	14
吐	14
向	14
君	14
吝	14
吟	14
吠	14
否	14
吩	14
含	14
听	14
吭	14
吮	14
吶	14
吸	14
吹	14
吻	14
吼	14
吽	14
吾	14
呀	14
呂	14
呆	14
呈	14
呉	14
告	14
呎	14
呑	14
呟	14
周	14
呪	14
呰	14
呱	14
味	14
呵	14
呶	14
呷	14
呻	14
呼	14
命	14
咀	14
咄	14
咆	14
咋	14
和	14
咎	14
咏	14
咐	14
咒	14
咢	14
咤	14
咥	14
咨	14
咫	14
咬	14
咯	14
咲	14
咳	14
咸	14
咼	14
咽	14
咾	14
哀	14
品	14
哂	14
哄	14
哇	14
哈	14
哉	14
哘	14
員	14
哢	14
哥	14
哦	14
哨	14
哩	14
哭	14
哮	14
哲	14
哺	14
哽	14
唄	14
唆	14
唇	14
唏	14
唐	14
唔	14
唖	14
售	14
唯	14
唱	14
唳	14
唸	14
唹	14
唾	14
啀	14
啄	14
啅	14
商	14
啌	14
問	14
啓	14
啖	14
啗	14
啜	14
啝	14
啣	14
啻	14
啼	14
啾	14
喀	14
喃	14
善	14
喇	14
喉	14
喊	14
喋	14
喘	14
喙	14
喚	14
喜	14
喝	14
喞	14
喟	14
喧	14
喨	14
喩	14
喪	14
喫	14
喬	14
單	14
喰	14
営	14
嗄	14
嗅	14
嗇	14
嗔	14
嗚	14
嗜	14
嗟	14
嗣	14
嗤	14
嗷	14
嗹	14
嗽	14
嗾	14
嘆	14
嘉	14
嘔	14
嘖	14
嘗	14
嘘	14
嘛	14
嘩	14
嘯	14
嘱	14
嘲	14
嘴	14
嘶	14
嘸	14
噂	14
噌	14
噎	14
噐	14
噛	14
噤	14
器	14
噪	14
噫	14
噬	14
噴	14
噸	14
噺	14
嚀	14
嚆	14
嚇	14
嚊	14
嚏	14
嚔	14
嚠	14
嚢	14
嚥	14
嚮	14
嚴	14
嚶	14
嚼	14
囀	14
囁	14
囂	14
囃	14
囈	14
囎	14
囑	14
囓	14
囗	14
囘	14
囚	14
四	14
回	14
因	14
団	14
囮	14
困	14
囲	14
図	14
囹	14
固	14
国	14
囿	14
圀	14
圃	14
圄	14
圈	14
圉	14
國	14
圍	14
圏	14
園	14
圓	14
圖	14
團	14
圜	14
土	14
圦	14
圧	14
在	14
圭	14
地	14
圷	14
圸	14
圻	14
址	14
坂	14
均	14
坊	14
坎	14
坏	14
坐	14
坑	14
坡	14
坤	14
坦	14
坩	14
坪	14
坿	14
垂	14
垈	14
垉	14
型	14
垓	14
垠	14
垢	14
垣	14
垤	14
垪	14
垰	14
垳	14
埀	14
埃	14
埆	14
埋	14
城	14
埒	14
埓	14
埔	14
埖	14
埜	14
域	14
埠	14
埣	14
埴	14
執	14
培	14
基	14
埼	14
堀	14
堂	14
堅	14
堆	14
堊	14
堋	14
堕	14
堙	14
堝	14
堡	14
堤	14
堪	14
堰	14
報	14
場	14
堵	14
堺	14
堽	14
塀	14
塁	14
塊	14
塋	14
塑	14
塒	14
塔	14
塗	14
塘	14
塙	14
塚	14
塞	14
塢	14
塩	14
填	14
塰	14
塲	14
塵	14
塹	14
塾	14
境	14
墅	14
墓	14
増	14
墜	14
墟	14
墨	14
墫	14
墮	14
墳	14
墸	14
墹	14
墺	14
墻	14
墾	14
壁	14
壅	14
壇	14
壊	14
壌	14
壑	14
壓	14
壕	14
壗	14
壘	14
壙	14
壜	14
壞	14
壟	14
壤	14
壥	14
士	14
壬	14
壮	14
壯	14
声	14
壱	14
売	14
壷	14
壹	14
壺	14
壻	14
壼	14
壽	14
夂	14
変	14
夊	14
夏	14
夐	14
夕	14
外	14
夘	14
夙	14
多	14
夛	14
夜	14
夢	14
夥	14
大	14
天	14
太	14
夫	14
夬	14
夭	14
央	14
失	14
夲	14
夷	14
夸	14
夾	14
奄	14
奇	14
奈	14
奉	14
奎	14
奏	14
奐	14
契	14
奔	14
奕	14
套	14
奘	14
奚	14
奠	14
奢	14
奥	14
奧	14
奨	14
奩	14
奪	14
奬	14
奮	14
女	14
奴	14
奸	14
好	14
妁	14
如	14
妃	14
妄	14
妊	14
妍	14
妓	14
妖	14
妙	14
妛	14
妝	14
妣	14
妥	14
妨	14
妬	14
妲	14
妹	14
妻	14
妾	14
姆	14
姉	14
始	14
姐	14
姑	14
姓	14
委	14
姙	14
姚	14
姜	14
姥	14
姦	14
姨	14
姪	14
姫	14
姶	14
姻	14
姿	14
威	14
娃	14
娉	14
娑	14
娘	14
娚	14
娜	14
娟	14
娠	14
娥	14
娩	14
娯	14
娵	14
娶	14
娼	14
婀	14
婁	14
婆	14
婉	14
婚	14
婢	14
婦	14
婪	14
婬	14
婿	14
媒	14
媚	14
媛	14
媼	14
媽	14
媾	14
嫁	14
嫂	14
嫉	14
嫋	14
嫌	14
嫐	14
嫖	14
嫗	14
嫡	14
嫣	14
嫦	14
嫩	14
嫺	14
嫻	14
嬉	14
嬋	14
嬌	14
嬖	14
嬢	14
嬪	14
嬬	14
嬰	14
嬲	14
嬶	14
嬾	14
孀	14
孃	14
孅	14
子	14
孑	14
孔	14
孕	14
字	14
存	14
孚	14
孛	14
孜	14
孝	14
孟	14
季	14
孤	14
孥	14
学	14
孩	14
孫	14
孰	14
孱	14
孳	14
孵	14
學	14
孺	14
宀	14
它	14
宅	14
宇	14
守	14
安	14
宋	14
完	14
宍	14
宏	14
宕	14
宗	14
官	14
宙	14
定	14
宛	14
宜	14
宝	14
実	14
客	14
宣	14
室	14
宥	14
宦	14
宮	14
宰	14
害	14
宴	14
宵	14
家	14
宸	14
容	14
宿	14
寂	14
寃	14
寄	14
寅	14
密	14
寇	14
寉	14
富	14
寐	14
寒	14
寓	14
寔	14
寛	14
寝	14
寞	14
察	14
寡	14
寢	14
寤	14
寥	14
實	14
寧	14
寨	14
審	14
寫	14
寮	14
寰	14
寳	14
寵	14
寶	14
寸	14
寺	14
対	14
寿	14
封	14
専	14
射	14
尅	14
将	14
將	14
專	14
尉	14
尊	14
尋	14
對	14
導	14
小	14
少	14
尓	14
尖	14
尚	14
尠	14
尢	14
尤	14
尨	14
尭	14
就	14
尸	14
尹	14
尺	14
尻	14
尼	14
尽	14
尾	14
尿	14
局	14
屁	14
居	14
屆	14
屈	14
届	14
屋	14
屍	14
屎	14
屏	14
屐	14
屑	14
屓	14
展	14
属	14
屠	14
屡	14
層	14
履	14
屬	14
屮	14
屯	14
山	14
屶	14
屹	14
岌	14
岐	14
岑	14
岔	14
岡	14
岨	14
岩	14
岫	14
岬	14
岱	14
岳	14
岶	14
岷	14
岸	14
岻	14
岼	14
岾	14
峅	14
峇	14
峙	14
峠	14
峡	14
峨	14
峩	14
峪	14
峭	14
峯	14
峰	14
島	14
峺	14
峻	14
峽	14
崇	14
崋	14
崎	14
崑	14
崔	14
崕	14
崖	14
崗	14
崘	14
崙	14
崚	14
崛	14
崟	14
崢	14
崩	14
嵋	14
嵌	14
嵎	14
嵐	14
嵒	14
嵜	14
嵩	14
嵬	14
嵯	14
嵳	14
嵶	14
嶂	14
嶄	14
嶇	14
嶋	14
嶌	14
嶐	14
嶝	14
嶢	14
嶬	14
嶮	14
嶷	14
嶺	14
嶼	14
嶽	14
巉	14
巌	14
巍	14
巒	14
巓	14
巖	14
巛	14
川	14
州	14
巡	14
巣	14
工	14
左	14
巧	14
巨	14
巫	14
差	14
己	14
已	14
巳	14
巴	14
巵	14
巷	14
巻	14
巽	14
巾	14
市	14
布	14
帆	14
帋	14
希	14
帑	14
帖	14
帙	14
帚	14
帛	14
帝	14
帥	14
師	14
席	14
帯	14
帰	14
帳	14
帶	14
帷	14
常	14
帽	14
幀	14
幃	14
幄	14
幅	14
幇	14
幌	14
幎	14
幔	14
幕	14
幗	14
幟	14
幡	14
幢	14
幣	14
幤	14
干	14
平	14
年	14
幵	14
并	14
幸	14
幹	14
幺	14
幻	14
幼	14
幽	14
幾	14
广	14
庁	14
広	14
庄	14
庇	14
床	14
序	14
底	14
庖	14
店	14
庚	14
府	14
庠	14
度	14
座	14
庫	14
庭	14
庵	14
庶	14
康	14
庸	14
廁	14
廂	14
廃	14
廈	14
廉	14
廊	14
廏	14
廐	14
廓	14
廖	14
廚	14
廛	14
廝	14
廟	14
廠	14
廡	14
廢	14
廣	14
廨	14
廩	14
廬	14
廰	14
廱	14
廳	14
廴	14
延	14
廷	14
廸	14
建	14
廻	14
廼	14
廾	14
廿	14
弁	14
弃	14
弄	14
弉	14
弊	14
弋	14
弌	14
弍	14
式	14
弐	14
弑	14
弓	14
弔	14
引	14
弖	14
弗	14
弘	14
弛	14
弟	14
弥	14
弦	14
弧	14
弩	14
弭	14
弯	14
弱	14
張	14
強	14
弸	14
弼	14
弾	14
彁	14
彈	14
彊	14
彌	14
彎	14
彑	14
当	14
彖	14
彗	14
彙	14
彜	14
彝	14
彡	14
形	14
彦	14
彩	14
彪	14
彫	14
彬	14
彭	14
彰	14
影	14
彳	14
彷	14
役	14
彼	14
彿	14
往	14
征	14
徂	14
徃	14
径	14
待	14
徇	14
很	14
徊	14
律	14
後	14
徐	14
徑	14
徒	14
従	14
得	14
徘	14
徙	14
從	14
徠	14
御	14
徨	14
復	14
循	14
徭	14
微	14
徳	14
徴	14
徹	14
徼	14
徽	14
心	14
必	14
忌	14
忍	14
忖	14
志	14
忘	14
忙	14
応	14
忝	14
忠	14
忤	14
快	14
忰	14
忱	14
念	14
忸	14
忻	14
忽	14
忿	14
怎	14
怏	14
怐	14
怒	14
怕	14
怖	14
怙	14
怛	14
怜	14
思	14
怠	14
怡	14
急	14
怦	14
性	14
怨	14
怩	14
怪	14
怫	14
怯	14
怱	14
怺	14
恁	14
恂	14
恃	14
恆	14
恊	14
恋	14
恍	14
恐	14
恒	14
恕	14
恙	14
恚	14
恟	14
恠	14
恢	14
恣	14
恤	14
恥	14
恨	14
恩	14
恪	14
恫	14
恬	14
恭	14
息	14
恰	14
恵	14
恷	14
悁	14
悃	14
悄	14
悉	14
悋	14
悌	14
悍	14
悒	14
悔	14
悖	14
悗	14
悚	14
悛	14
悟	14
悠	14
患	14
悦	14
悧	14
悩	14
悪	14
悲	14
悳	14
悴	14
悵	14
悶	14
悸	14
悼	14
悽	14
情	14
惆	14
惇	14
惑	14
惓	14
惘	14
惚	14
惜	14
惟	14
惠	14
惡	14
惣	14
惧	14
惨	14
惰	14
惱	14
想	14
惴	14
惶	14
惷	14
惹	14
惺	14
惻	14
愀	14
愁	14
愃	14
愆	14
愈	14
愉	14
愍	14
愎	14
意	14
愕	14
愚	14
愛	14
感	14
愡	14
愧	14
愨	14
愬	14
愴	14
愼	14
愽	14
愾	14
愿	14
慂	14
慄	14
慇	14
慈	14
慊	14
態	14
慌	14
慍	14
慎	14
慓	14
慕	14
慘	14
慙	14
慚	14
慝	14
慟	14
慢	14
慣	14
慥	14
慧	14
慨	14
慫	14
慮	14
慯	14
慰	14
慱	14
慳	14
慴	14
慵	14
慶	14
慷	14
慾	14
憂	14
憇	14
憊	14
憎	14
憐	14
憑	14
憔	14
憖	14
憙	14
憚	14
憤	14
憧	14
憩	14
憫	14
憬	14
憮	14
憲	14
憶	14
憺	14
憾	14
懃	14
懆	14
懇	14
懈	14
應	14
懊	14
懋	14
懌	14
懍	14
懐	14
懣	14
懦	14
懲	14
懴	14
懶	14
懷	14
懸	14
懺	14
懼	14
懽	14
懾	14
懿	14
戀	14
戈	14
戉	14
戊	14
戌	14
戍	14
戎	14
成	14
我	14
戒	14
戔	14
或	14
戚	14
戛	14
戝	14
戞	14
戟	14
戡	14
戦	14
截	14
戮	14
戯	14
戰	14
戲	14
戳	14
戴	14
戸	14
戻	14
房	14
所	14
扁	14
扇	14
扈	14
扉	14
手	14
才	14
扎	14
打	14
払	14
托	14
扛	14
扞	14
扠	14
扣	14
扨	14
扮	14
扱	14
扶	14
批	14
扼	14
找	14
承	14
技	14
抂	14
抃	14
抄	14
抉	14
把	14
抑	14
抒	14
抓	14
抔	14
投	14
抖	14
抗	14
折	14
抛	14
抜	14
択	14
披	14
抬	14
抱	14
抵	14
抹	14
抻	14
押	14
抽	14
拂	14
担	14
拆	14
拇	14
拈	14
拉	14
拊	14
拌	14
拍	14
拏	14
拐	14
拑	14
拒	14
拓	14
拔	14
拗	14
拘	14
拙	14
招	14
拜	14
拝	14
拠	14
拡	14
括	14
拭	14
拮	14
拯	14
拱	14
拳	14
拵	14
拶	14
拷	14
拾	14
拿	14
持	14
挂	14
指	14
挈	14
按	14
挌	14
挑	14
挙	14
挟	14
挧	14
挨	14
挫	14
振	14
挺	14
挽	14
挾	14
挿	14
捉	14
捌	14
捍	14
捏	14
捐	14
捕	14
捗	14
捜	14
捧	14
捨	14
捩	14
捫	14
据	14
捲	14
捶	14
捷	14
捺	14
捻	14
掀	14
掃	14
授	14
掉	14
掌	14
掎	14
掏	14
排	14
掖	14
掘	14
掛	14
掟	14
掠	14
採	14
探	14
掣	14
接	14
控	14
推	14
掩	14
措	14
掫	14
掬	14
掲	14
掴	14
掵	14
掻	14
掾	14
揀	14
揃	14
揄	14
揆	14
揉	14
描	14
提	14
插	14
揖	14
揚	14
換	14
握	14
揣	14
揩	14
揮	14
援	14
揶	14
揺	14
搆	14
損	14
搏	14
搓	14
搖	14
搗	14
搜	14
搦	14
搨	14
搬	14
搭	14
搴	14
搶	14
携	14
搾	14
摂	14
摎	14
摘	14
摧	14
摩	14
摯	14
摶	14
摸	14
摺	14
撃	14
撈	14
撒	14
撓	14
撕	14
撚	14
撞	14
撤	14
撥	14
撩	14
撫	14
播	14
撮	14
撰	14
撲	14
撹	14
撻	14
撼	14
擁	14
擂	14
擅	14
擇	14
操	14
擒	14
擔	14
擘	14
據	14
擠	14
擡	14
擢	14
擣	14
擦	14
擧	14
擬	14
擯	14
擱	14
擲	14
擴	14
擶	14
擺	14
擽	14
擾	14
攀	14
攅	14
攘	14
攜	14
攝	14
攣	14
攤	14
攪	14
攫	14
攬	14
支	14
攴	14
攵	14
收	14
攷	14
攸	14
改	14
攻	14
放	14
政	14
故	14
效	14
敍	14
敏	14
救	14
敕	14
敖	14
敗	14
敘	14
教	14
敝	14
敞	14
敢	14
散	14
敦	14
敬	14
数	14
敲	14
整	14
敵	14
敷	14
數	14
斂	14
斃	14
文	14
斈	14
斉	14
斌	14
斎	14
斐	14
斑	14
斗	14
料	14
斛	14
斜	14
斟	14
斡	14
斤	14
斥	14
斧	14
斫	14
斬	14
断	14
斯	14
新	14
斷	14
方	14
於	14
施	14
旁	14
旃	14
旄	14
旅	14
旆	14
旋	14
旌	14
族	14
旒	14
旗	14
旙	14
旛	14
无	14
旡	14
既	14
日	14
旦	14
旧	14
旨	14
早	14
旬	14
旭	14
旱	14
旺	14
旻	14
昂	14
昃	14
昆	14
昇	14
昊	14
昌	14
明	14
昏	14
易	14
昔	14
昜	14
星	14
映	14
春	14
昧	14
昨	14
昭	14
是	14
昴	14
昵	14
昶	14
昼	14
昿	14
晁	14
時	14
晃	14
晄	14
晉	14
晋	14
晏	14
晒	14
晝	14
晞	14
晟	14
晢	14
晤	14
晦	14
晧	14
晨	14
晩	14
普	14
景	14
晰	14
晴	14
晶	14
智	14
暁	14
暃	14
暄	14
暇	14
暈	14
暉	14
暎	14
暑	14
暖	14
暗	14
暘	14
暝	14
暢	14
暦	14
暫	14
暮	14
暴	14
暸	14
暹	14
暼	14
暾	14
曁	14
曄	14
曇	14
曉	14
曖	14
曙	14
曚	14
曜	14
曝	14
曠	14
曦	14
曩	14
曰	14
曲	14
曳	14
更	14
曵	14
曷	14
書	14
曹	14
曼	14
曽	14
曾	14
替	14
最	14
會	14
月	14
有	14
朋	14
服	14
朏	14
朔	14
朕	14
朖	14
朗	14
望	14
朝	14
朞	14
期	14
朦	14
朧	14
木	14
未	14
末	14
本	14
